"y3_hhid","plotnum","plot_value","maize_price","maize_value","output_kg_old","output_kg_new","maize_share","crop_count","beans","cash_crop"
"0112-001","M1",210858.049251002,978.125,97812.5,100,215.573724473868,46.3878426019039,2,FALSE,FALSE
"0113-003","M1",44149.2466333779,978.125,39125,40,45.1366099766164,88.619858737115,2,FALSE,FALSE
"0113-003","M2",19562.5,978.125,19562.5,20,20,100,1,FALSE,FALSE
"0114-001","M1",NA,978.125,39125,40,NA,NA,2,FALSE,FALSE
"0116-001","M1",432940.498751671,978.125,244531.25,250,442.622874123114,56.481491268448,2,FALSE,FALSE
"0117-001","M1",160615.582917224,978.125,97812.5,100,164.207624707705,60.8985119771408,2,FALSE,FALSE
"0118-001","M1",NA,978.125,NA,NA,NA,NA,2,FALSE,FALSE
"0119-001","M1",NA,978.125,NA,NA,NA,NA,2,FALSE,FALSE
"0120-003","M1",NA,978.125,NA,NA,NA,NA,2,FALSE,FALSE
"0128-001","M1",39125,978.125,39125,40,40,100,1,FALSE,FALSE
"0129-001","M1",123536.738181818,978.125,117375,120,126.299540633169,95.0122220543418,2,TRUE,FALSE
"0131-001","M1",77682.7697262481,978.125,39125,40,79.4200840651738,50.3650940071722,2,FALSE,FALSE
"0131-001","M3",391250,978.125,391250,400,400,100,1,FALSE,FALSE
"0132-001","M1",195625,978.125,195625,200,200,100,1,FALSE,FALSE
"0133-001","M1",117375,978.125,117375,120,120,100,1,FALSE,FALSE
"0134-001","M3",1241227.14545455,978.125,1056375,1080,1268.98621899506,85.1073072216084,2,TRUE,FALSE
"0136-001","M1",978125,978.125,978125,1000,1000,100,1,FALSE,FALSE
"0138-001","M1",288051.072727273,978.125,195625,200,294.493109497531,67.9133037581908,2,TRUE,FALSE
"0140-001","M1",391250,978.125,391250,400,400,100,1,FALSE,FALSE
"0141-001","M1",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0145-001","M2",481846.748751671,978.125,293437.5,300,492.622874123114,60.8985119771408,2,FALSE,FALSE
"0146-001","M1",45286.7381818182,978.125,39125,40,46.2995406331688,86.3939457130255,2,TRUE,FALSE
"0149-001","M1",447480.954545455,978.125,293437.5,300,457.488515829219,65.5754165667385,2,TRUE,FALSE
"0150-001","M1",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0150-001","M2",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0152-001","M1",62559.8378621435,978.125,35212.5,36,63.9589396673672,56.2861113508543,4,TRUE,FALSE
"0152-001","M2",422550,978.125,422550,432,432,100,1,FALSE,FALSE
"0152-001","M3",633825,978.125,633825,648,648,100,1,FALSE,FALSE
"0152-001","M4",633825,978.125,633825,648,648,100,1,FALSE,FALSE
"0154-001","M1",811062.5,978.125,176062.5,180,829.201277955272,21.7076365878092,2,FALSE,FALSE
"0154-003","M1",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0155-001","M1",1477318.68131868,688.392857142857,660857.142857143,960,2146.04010775217,44.733553512452,2,TRUE,FALSE
"0156-001","M1",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0168-001","M1",2738750,978.125,2738750,2800,2800,100,1,FALSE,FALSE
"0185-001","M1",NA,978.125,97812.5,100,NA,NA,3,TRUE,FALSE
"0186-001","M1",NA,978.125,NA,NA,NA,NA,2,TRUE,FALSE
"0188-001","M1",NA,978.125,586875,600,NA,NA,4,TRUE,FALSE
"0189-001","M1",489062.5,978.125,489062.5,500,500,100,1,FALSE,FALSE
"0190-001","M1",612297.263636364,978.125,489062.5,500,625.990812663375,79.8733767150147,2,TRUE,FALSE
"0190-001","M2",2614005.36363637,978.125,2151875,2200,2672.46554748766,82.3209864040412,2,TRUE,FALSE
"0191-001","M1",NA,978.125,352125,360,NA,NA,3,TRUE,FALSE
"0191-001","M2",667090.023706442,978.125,469500,480,682.008969923519,70.3803060029881,3,TRUE,FALSE
"0191-001","M3",218117.381818182,978.125,156500,160,222.995406331688,71.7503569387492,2,TRUE,FALSE
"0192-001","M1",447480.954545455,978.125,293437.5,300,457.488515829219,65.5754165667385,2,TRUE,FALSE
"0192-001","M2",489062.5,978.125,489062.5,500,500,100,1,FALSE,FALSE
"0193-001","M1",1229337.33166889,978.125,978125,1000,1256.83049883082,79.5652238651323,2,FALSE,FALSE
"0194-001","M2",821625,978.125,821625,840,840,100,1,FALSE,FALSE
"0195-001","M1",NA,978.125,195625,200,NA,NA,2,FALSE,FALSE
"0195-001","M2",1785746.23316689,978.125,1760625,1800,1825.68304988308,98.5932361104669,2,FALSE,FALSE
"0197-001","M1",NA,978.125,NA,NA,NA,NA,1,FALSE,FALSE
"0197-001","M2",258588.392268092,978.125,97812.5,100,264.371519251724,37.8255571110835,3,FALSE,FALSE
"0200-001","M2",156500,978.125,156500,160,160,100,1,FALSE,FALSE
"0201-001","M1",371687.5,978.125,371687.5,380,380,100,2,FALSE,FALSE
"0201-001","M2",117375,978.125,117375,120,120,100,1,FALSE,FALSE
"0201-001","M4",469500,978.125,469500,480,480,100,1,FALSE,FALSE
"0202-001","M1",1744806.43636364,978.125,704250,720,1783.82766656985,40.3626434040289,4,TRUE,FALSE
"0203-001","M1",349668.454545455,978.125,195625,200,357.488515829219,55.9458531237252,2,TRUE,FALSE
"0203-001","M2",97812.5,978.125,97812.5,100,100,100,1,FALSE,FALSE
"0203-001","M5",195625,978.125,195625,200,200,100,1,FALSE,FALSE
"0203-001","M6",590312.5,978.125,489062.5,500,603.514376996805,82.84806776072,2,FALSE,FALSE
"0204-001","M2",5374504.81818183,978.125,1369375,1400,5494.7014115597,25.479091494484,2,TRUE,FALSE
"0205-001","M1",518250,978.125,391250,400,529.840255591054,75.4944524843222,2,FALSE,FALSE
"0215-001","M3",618737.179487179,810,162000,200,763.873061095283,26.182360680874,5,TRUE,FALSE
"0216-001","M2",144400,810,81000,100,178.271604938272,56.0941828254848,2,FALSE,FALSE
"0217-004","M1",88072.0668220669,689.362373737374,55148.9898989899,80,127.758737896565,62.6180262243738,2,TRUE,FALSE
"0218-001","M2",463146.153846154,810,162000,200,571.785375118709,34.9781594113837,5,FALSE,FALSE
"0219-001","M1",567227.692307692,810,349920,432,700.281101614435,61.6895128262155,3,TRUE,FALSE
"0220-001","M1",204192.307692308,810,121500,150,252.089268755935,59.5027312111509,2,TRUE,FALSE
"0220-001","M2",713104.166666667,810,162000,200,880.375514403293,22.717578661369,4,FALSE,FALSE
"0222-001","M2",364960,810,174960,216,450.567901234567,47.9395002192022,2,FALSE,FALSE
"0223-002","M1",122346.153846154,810,81000,100,151.044634377968,66.205595724615,2,TRUE,FALSE
"0225-001","M3",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0226-001","M1",162000,810,162000,200,200,100,1,FALSE,FALSE
"0226-001","M2",32400,810,32400,40,40,100,1,FALSE,FALSE
"0226-001","M3",187653.846153846,810,121500,150,231.671415004748,64.7468743595,2,TRUE,FALSE
"0228-003","M1",31056.7307692308,810,8100,10,38.3416429249763,26.0813028267129,3,TRUE,FALSE
"0231-001","M1",83691.2087912087,810,32400,40,103.322479989147,38.7137436153311,4,TRUE,FALSE
"0232-001","M1",175964.423076923,810,64800,80,217.240028490028,36.825625809413,4,TRUE,FALSE
"0233-001","M1",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0234-001","M2",NA,810,NA,NA,NA,NA,3,FALSE,FALSE
"0235-001","M2",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0236-002","M1",NA,810,NA,NA,NA,NA,3,FALSE,FALSE
"0236-002","M2",NA,810,NA,NA,NA,NA,3,TRUE,FALSE
"0237-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0237-001","M2",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0238-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0239-001","M1",98215.3846153845,810,48600,60,121.253561253561,49.483082706767,2,TRUE,FALSE
"0242-001","M1",81000,810,81000,100,100,100,1,FALSE,FALSE
"0242-001","M2",375307.692307692,810,243000,300,463.342830009496,64.7468743595,2,TRUE,FALSE
"0246-001","M1",65476.923076923,810,32400,40,80.8357075023741,49.483082706767,2,TRUE,FALSE
"0246-001","M2",16200,810,16200,20,20,100,1,FALSE,FALSE
"0250-001","M1",87480,810,87480,108,108,100,1,FALSE,FALSE
"0250-001","M3",87480,810,87480,108,108,100,1,FALSE,FALSE
"0253-001","M1",1148250,810,972000,1200,1417.59259259259,84.6505551926845,2,FALSE,FALSE
"0253-001","M2",145800,810,145800,180,180,100,1,FALSE,FALSE
"0253-001","M4",175175,810,145800,180,216.265432098765,83.2310546596261,2,FALSE,FALSE
"0254-001","M1",202500,810,202500,250,250,100,1,FALSE,FALSE
"0254-001","M2",32400,810,32400,40,40,100,1,FALSE,FALSE
"0254-001","M3",121500,810,121500,150,150,100,1,FALSE,FALSE
"0255-001","M1",174960,810,174960,216,216,100,1,FALSE,FALSE
"0255-001","M3",104707.5,810,58320,72,129.268518518519,55.6980159014397,3,FALSE,FALSE
"0255-001","M4",72900,810,72900,90,90,100,1,FALSE,FALSE
"0256-001","M2",NA,810,243000,300,NA,NA,3,TRUE,FALSE
"0257-001","M1",329680,810,306180,378,407.012345679012,92.8718757583111,2,FALSE,FALSE
"0257-001","M2",131220,810,131220,162,162,100,1,FALSE,FALSE
"0261-001","M3",213307.692307692,810,81000,100,263.342830009496,37.9733141002525,2,TRUE,FALSE
"0262-001","M2",583200,810,583200,720,720,100,1,FALSE,FALSE
"0264-001","M2",408384.615384615,810,243000,300,504.17853751187,59.5027312111509,2,TRUE,FALSE
"0269-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0269-001","M2",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0269-001","M3",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0270-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0270-001","M3",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0272-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0274-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0275-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0275-001","M2",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0275-001","M3",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0276-001","M1",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0276-005","M1",16200,810,16200,20,20,100,1,FALSE,FALSE
"0277-001","M1",130953.846153846,810,64800,80,161.671415004748,49.483082706767,2,TRUE,FALSE
"0279-001","M1",380706.227106227,810,48600,60,470.007687785466,12.7657486375812,4,TRUE,FALSE
"0285-001","M2",271041.666666667,810,202500,250,334.619341563786,74.7117601844735,2,FALSE,FALSE
"0288-001","M2",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0289-001","M1",114076.923076923,810,81000,100,140.835707502374,71.0047201618342,2,TRUE,FALSE
"0289-001","M2",121500,810,121500,150,150,100,1,FALSE,FALSE
"0290-001","M1",975384.615384615,810,810000,1000,1204.17853751187,83.0441640378549,2,TRUE,FALSE
"0291-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0291-001","M2",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0291-001","M4",196430.769230769,810,97200,120,242.507122507122,49.483082706767,2,TRUE,FALSE
"0292-001","M1",29430.7692307692,810,16200,20,36.3342830009496,55.0444328280189,2,TRUE,FALSE
"0292-001","M2",324000,810,324000,400,400,100,1,FALSE,FALSE
"0293-001","M1",186710,810,174960,216,230.506172839506,93.7068180600932,2,FALSE,FALSE
"0294-001","M1",65138.4615384615,810,48600,60,80.417853751187,74.6102975909306,2,TRUE,FALSE
"0294-001","M2",81000,810,81000,100,100,100,1,FALSE,FALSE
"0295-001","M1",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0298-001","M2",486000,810,486000,600,600,100,1,FALSE,FALSE
"0300-001","M1",NA,810,324000,400,NA,NA,3,FALSE,FALSE
"0301-001","M1",32400,810,32400,40,40,100,1,FALSE,FALSE
"0302-001","M1",559795.218448219,810,291600,360,691.105207960764,52.0904770870195,4,TRUE,FALSE
"0306-001","M2",291600,810,291600,360,360,100,1,FALSE,FALSE
"0308-001","M2",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0310-001","M1",NA,810,NA,NA,NA,NA,3,TRUE,FALSE
"0310-001","M2",178200,810,178200,220,220,100,1,FALSE,FALSE
"0312-001","M1",65476.923076923,810,32400,40,80.8357075023741,49.483082706767,2,TRUE,FALSE
"0312-001","M2",228153.846153846,810,162000,200,281.671415004748,71.0047201618342,2,TRUE,FALSE
"0313-001","M2",208036.923076923,810,174960,216,256.835707502374,84.1004555404366,2,TRUE,FALSE
"0314-001","M2",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0315-001","M3",486000,810,486000,600,600,100,1,FALSE,FALSE
"0316-001","M1",78313.4615384615,810,32400,40,96.6832858499525,41.3721975296516,3,TRUE,FALSE
"0316-001","M2",272733.333333333,810,194400,240,336.707818930041,71.2784160351992,2,FALSE,FALSE
"0316-001","M3",NA,810,NA,NA,NA,NA,2,FALSE,FALSE
"0317-001","M1",534641.025641025,810,324000,400,660.050648939537,60.6014100043164,4,TRUE,FALSE
"0320-001","M1",97812.5,978.125,97812.5,100,100,100,1,FALSE,FALSE
"0320-001","M2",97812.5,978.125,97812.5,100,100,100,1,FALSE,FALSE
"0321-001","M1",362492.307692307,810,64800,80,447.521367521367,17.8762414056532,2,TRUE,FALSE
"0322-001","M1",NA,810,202500,250,NA,NA,3,TRUE,FALSE
"0323-001","M1",114617.42407598,978.125,58687.5,60,117.180753048926,51.2029479576297,3,TRUE,FALSE
"0323-001","M2",377246.233166889,978.125,352125,360,385.683049883082,93.3408922453638,2,FALSE,FALSE
"0323-001","M3",352125,978.125,352125,360,360,100,1,FALSE,FALSE
"0324-001","M1",1153389.99200813,978.125,782500,800,1179.18465636614,67.8434879287978,3,TRUE,FALSE
"0325-001","M2",334807.692307692,810,202500,250,413.342830009496,60.4824813325675,2,TRUE,FALSE
"0326-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0326-001","M2",32400,810,32400,40,40,100,1,FALSE,FALSE
"0327-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0327-001","M2",NA,810,NA,NA,NA,NA,2,TRUE,FALSE
"0328-001","M1",NA,810,NA,NA,NA,NA,1,FALSE,FALSE
"0328-001","M2",NA,810,NA,NA,NA,NA,3,TRUE,FALSE
"0330-001","M1",53665.3846153845,810,4050,5,66.2535612535611,7.5467641367448,3,TRUE,FALSE
"0330-001","M2",507375,810,243000,300,626.388888888889,47.8935698447893,2,FALSE,FALSE
"0331-001","M1",285940,810,262440,324,353.012345679012,91.7814926208295,2,FALSE,FALSE
"0332-005","M1",NA,978.125,391250,400,NA,NA,3,TRUE,FALSE
"0335-001","M1",NA,810,NA,NA,NA,NA,3,TRUE,FALSE
"0336-001","M1",1678750,810,1620000,2000,2072.53086419753,96.5003723008191,2,FALSE,FALSE
"0336-001","M2",345634.615384615,810,121500,150,426.709401709401,35.1527290936405,3,TRUE,FALSE
"0338-001","M1",2268000,810,2268000,2800,2800,100,1,FALSE,FALSE
"0338-001","M2",6075000,810,6075000,7500,7500,100,1,FALSE,FALSE
"0338-001","M3",1704583.33333333,810,1215000,1500,2104.42386831276,71.2784160351992,2,FALSE,FALSE
"0339-002","M1",172098.214285714,688.392857142857,172098.214285714,250,250,100,1,FALSE,FALSE
"0339-007","M1",68839.2857142857,688.392857142857,68839.2857142857,100,100,100,1,FALSE,FALSE
"0340-001","M1",NA,688.392857142857,NA,NA,NA,NA,1,FALSE,FALSE
"0340-001","M2",27535.7142857143,688.392857142857,27535.7142857143,40,40,100,1,FALSE,FALSE
"0340-001","M3",13767.8571428571,688.392857142857,13767.8571428571,20,20,100,1,FALSE,FALSE
