"region","item_name","vill_price","dis_price"
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",1694.91525423729,1694.91525423729
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,1639.34426229508
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Maize (green, cob)",NA,NA
"Dodoma","Groundnuts",NA,2000
"Dodoma","Groundnuts",500,NA
"Dodoma","Groundnuts",1400,2000
"Dodoma","Groundnuts",4000,NA
"Dodoma","Groundnuts",2000,2000
"Dodoma","Groundnuts",2500,NA
"Dodoma","Groundnuts",1500,NA
"Dodoma","Groundnuts",1500,1500
"Dodoma","Groundnuts",NA,1700
"Dodoma","Groundnuts",2000,NA
"Dodoma","Groundnuts",1300,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Sorghum (flour)",NA,NA
"Dodoma","Cigarettes",150,150
"Dodoma","Cigarettes",150,NA
"Dodoma","Cigarettes",150,150
"Dodoma","Cigarettes",150,NA
"Dodoma","Cigarettes",150,150
"Dodoma","Cigarettes",150,NA
"Dodoma","Cigarettes",150,NA
"Dodoma","Cigarettes",150,150
"Dodoma","Cigarettes",150,150
"Dodoma","Cigarettes",100,NA
"Dodoma","Cigarettes",150,NA
"Dodoma","Bread",NA,7200
"Dodoma","Bread",NA,NA
"Dodoma","Bread",NA,6349.20634920635
"Dodoma","Bread",NA,NA
"Dodoma","Bread",4966.88741721854,4966.88741721854
"Dodoma","Bread",6349.20634920635,NA
"Dodoma","Bread",NA,NA
"Dodoma","Bread",NA,NA
"Dodoma","Bread",NA,5747.12643678161
"Dodoma","Bread",NA,NA
"Dodoma","Bread",NA,NA
"Dodoma","Onions",1602.5641025641,1623.37662337662
"Dodoma","Onions",NA,NA
"Dodoma","Onions",1142.85714285714,1000
"Dodoma","Onions",5555.55555555556,NA
"Dodoma","Onions",2000,2000
"Dodoma","Onions",1400.56022408964,NA
"Dodoma","Onions",1960.78431372549,NA
"Dodoma","Onions",2352.94117647059,1666.66666666667
"Dodoma","Onions",1572.32704402516,1358.69565217391
"Dodoma","Onions",1069.51871657754,NA
"Dodoma","Onions",2000,NA
"Dodoma","Canned milk/powder",NA,22500
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",NA,22500
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",23750,23750
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",NA,22500
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Canned milk/powder",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Cocoyams",NA,NA
"Dodoma","Beef",4000,5000
"Dodoma","Beef",5000,NA
"Dodoma","Beef",5000,5000
"Dodoma","Beef",5000,NA
"Dodoma","Beef",5000,5000
"Dodoma","Beef",5000,NA
"Dodoma","Beef",4000,NA
"Dodoma","Beef",5000,5000
"Dodoma","Beef",4000,6000
"Dodoma","Beef",4000,NA
"Dodoma","Beef",5000,NA
"Dodoma","Buns",1204.81927710843,1574.8031496063
"Dodoma","Buns",1333.33333333333,NA
"Dodoma","Buns",1149.42528735632,1941.74757281553
"Dodoma","Buns",NA,NA
"Dodoma","Buns",2150.5376344086,2150.5376344086
"Dodoma","Buns",1149.42528735632,NA
"Dodoma","Buns",2040.81632653061,NA
"Dodoma","Buns",1538.46153846154,2857.14285714286
"Dodoma","Buns",1149.42528735632,2247.19101123596
"Dodoma","Buns",1492.53731343284,NA
"Dodoma","Buns",1149.42528735632,NA
"Dodoma","Millet (grain)",NA,1300
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Millet (grain)",NA,1500
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Millet (grain)",1500,1500
"Dodoma","Millet (grain)",1800,NA
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Millet (grain)",NA,1500
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Millet (grain)",NA,NA
"Dodoma","Maize (flour)",1000,700
"Dodoma","Maize (flour)",NA,NA
"Dodoma","Maize (flour)",600,600
"Dodoma","Maize (flour)",1000,NA
"Dodoma","Maize (flour)",1000,1000
"Dodoma","Maize (flour)",1000,NA
"Dodoma","Maize (flour)",1000,NA
"Dodoma","Maize (flour)",1500,1500
"Dodoma","Maize (flour)",600,1000
"Dodoma","Maize (flour)",1000,NA
"Dodoma","Maize (flour)",1000,NA
"Dodoma","Spinach",NA,2542.37288135593
"Dodoma","Spinach",1000,NA
"Dodoma","Spinach",1851.85185185185,1960.78431372549
"Dodoma","Spinach",NA,NA
"Dodoma","Spinach",1960.78431372549,1960.78431372549
"Dodoma","Spinach",1265.82278481013,NA
"Dodoma","Spinach",NA,NA
"Dodoma","Spinach",571.428571428571,750
"Dodoma","Spinach",NA,1980.19801980198
"Dodoma","Spinach",1149.42528735632,NA
"Dodoma","Spinach",NA,NA
"Dodoma","Sweet potatoes",906.618313689937,1230.012300123
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Sweet potatoes",NA,1277.13920817369
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Sweet potatoes",872.60034904014,NA
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Sweet potatoes",200,750
"Dodoma","Sweet potatoes",NA,1095.29025191676
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Sweet potatoes",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Millet (flour)",NA,NA
"Dodoma","Firewood",33.3333333333333,46.6666666666667
"Dodoma","Firewood",52.8169014084507,NA
"Dodoma","Firewood",100,200
"Dodoma","Firewood",1171.875,NA
"Dodoma","Firewood",66.6666666666667,66.6666666666667
"Dodoma","Firewood",66.6666666666667,NA
"Dodoma","Firewood",66.6666666666667,NA
"Dodoma","Firewood",166.666666666667,200
"Dodoma","Firewood",66.6666666666667,133.333333333333
"Dodoma","Firewood",66.6666666666667,NA
"Dodoma","Firewood",66.6666666666667,NA
"Dodoma","Rice (husked)",2200,2000
"Dodoma","Rice (husked)",2000,NA
"Dodoma","Rice (husked)",2000,2000
"Dodoma","Rice (husked)",2000,NA
"Dodoma","Rice (husked)",2000,2000
"Dodoma","Rice (husked)",2100,NA
"Dodoma","Rice (husked)",2200,NA
"Dodoma","Rice (husked)",2000,2000
"Dodoma","Rice (husked)",1800,1800
"Dodoma","Rice (husked)",2000,NA
"Dodoma","Rice (husked)",2500,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,1261.03404791929
"Dodoma","Yams",NA,NA
"Dodoma","Yams",NA,NA
"Dodoma","Dagaa",6000,5000
"Dodoma","Dagaa",4000,NA
"Dodoma","Dagaa",6000,4000
"Dodoma","Dagaa",4000,NA
"Dodoma","Dagaa",1500,6000
"Dodoma","Dagaa",4000,NA
"Dodoma","Dagaa",6000,NA
"Dodoma","Dagaa",4000,4000
"Dodoma","Dagaa",5000,3000
"Dodoma","Dagaa",4000,NA
"Dodoma","Dagaa",4000,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",625,NA
"Dodoma","Ripe bananas",NA,1587.30158730159
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",1492.53731343284,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Ripe bananas",NA,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",625,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",1388.88888888889,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",882.35294117647,740.740740740741
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Citrus fruits",1204.81927710843,NA
"Dodoma","Citrus fruits",NA,NA
"Dodoma","Rice (paddy)",500,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",357.142857142857,500
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Rice (paddy)",NA,NA
"Dodoma","Cooking bananas",NA,1600
"Dodoma","Cooking bananas",NA,NA
"Dodoma","Cooking bananas",NA,1480.38490007402
"Dodoma","Cooking bananas",NA,NA
"Dodoma","Cooking bananas",1666.66666666667,1666.66666666667
"Dodoma","Cooking bananas",3000,NA
"Dodoma","Cooking bananas",NA,NA
"Dodoma","Cooking bananas",1071.42857142857,1250
"Dodoma","Cooking bananas",NA,1395.3488372093
"Dodoma","Cooking bananas",NA,NA
"Dodoma","Cooking bananas",NA,NA
"Dodoma","Papaya",NA,1474.92625368732
"Dodoma","Papaya",186.915887850467,NA
"Dodoma","Papaya",NA,1315.78947368421
"Dodoma","Papaya",NA,NA
"Dodoma","Papaya",NA,NA
"Dodoma","Papaya",1455.60407569141,NA
"Dodoma","Papaya",NA,NA
"Dodoma","Papaya",NA,909.090909090909
"Dodoma","Papaya",NA,1402.52454417952
"Dodoma","Papaya",1587.30158730159,NA
"Dodoma","Papaya",NA,NA
"Dodoma","Sugar",2000,1800
"Dodoma","Sugar",2400,NA
"Dodoma","Sugar",2000,1800
"Dodoma","Sugar",2000,NA
"Dodoma","Sugar",2000,2000
"Dodoma","Sugar",2500,NA
"Dodoma","Sugar",2000,NA
"Dodoma","Sugar",2000,2000
"Dodoma","Sugar",2200,2000
"Dodoma","Sugar",2000,NA
"Dodoma","Sugar",2200,NA
"Dodoma","Maize (grain)",550,600
"Dodoma","Maize (grain)",312.5,NA
"Dodoma","Maize (grain)",500,12000
"Dodoma","Maize (grain)",NA,NA
"Dodoma","Maize (grain)",600,600
"Dodoma","Maize (grain)",800,NA
"Dodoma","Maize (grain)",650,NA
"Dodoma","Maize (grain)",388.888888888889,444.444444444444
"Dodoma","Maize (grain)",600,14000
"Dodoma","Maize (grain)",800,NA
"Dodoma","Maize (grain)",750,NA
"Dodoma","Carrot",NA,2000
"Dodoma","Carrot",NA,NA
"Dodoma","Carrot",NA,1666.66666666667
"Dodoma","Carrot",NA,NA
"Dodoma","Carrot",2500,2500
"Dodoma","Carrot",3436.42611683849,NA
"Dodoma","Carrot",NA,NA
"Dodoma","Carrot",NA,3571.42857142857
"Dodoma","Carrot",NA,1602.5641025641
"Dodoma","Carrot",NA,NA
"Dodoma","Carrot",NA,NA
"Dodoma","Tomatoes",1315.78947368421,1552.7950310559
"Dodoma","Tomatoes",769.230769230769,NA
"Dodoma","Tomatoes",763.358778625954,1282.05128205128
"Dodoma","Tomatoes",7407.40740740741,NA
"Dodoma","Tomatoes",1069.51871657754,1069.51871657754
"Dodoma","Tomatoes",1602.5641025641,NA
"Dodoma","Tomatoes",1742.16027874564,NA
"Dodoma","Tomatoes",1190.47619047619,322.58064516129
"Dodoma","Tomatoes",1307.18954248366,1382.48847926267
"Dodoma","Tomatoes",1239.6694214876,NA
"Dodoma","Tomatoes",1626.0162601626,NA
"Dodoma","Fresh fish",NA,NA
"Dodoma","Fresh fish",NA,NA
"Dodoma","Fresh fish",NA,5000
"Dodoma","Fresh fish",NA,NA
"Dodoma","Fresh fish",7000,7000
"Dodoma","Fresh fish",NA,NA
"Dodoma","Fresh fish",NA,NA
"Dodoma","Fresh fish",1111.11111111111,NA
"Dodoma","Fresh fish",NA,6000
"Dodoma","Fresh fish",3000,NA
"Dodoma","Fresh fish",NA,NA
"Dodoma","Cooking oil",3200,3000
"Dodoma","Cooking oil",3500,NA
"Dodoma","Cooking oil",4000,3000
"Dodoma","Cooking oil",4000,NA
"Dodoma","Cooking oil",3000,3000
"Dodoma","Cooking oil",3500,NA
"Dodoma","Cooking oil",3000,NA
"Dodoma","Cooking oil",3500,3500
"Dodoma","Cooking oil",3000,3000
"Dodoma","Cooking oil",3000,NA
"Dodoma","Cooking oil",3000,NA
"Dodoma","Maize grinding costs",30,40
"Dodoma","Maize grinding costs",50,NA
"Dodoma","Maize grinding costs",60,50
"Dodoma","Maize grinding costs",50,NA
"Dodoma","Maize grinding costs",35,35
"Dodoma","Maize grinding costs",50,NA
"Dodoma","Maize grinding costs",50,NA
"Dodoma","Maize grinding costs",111.111111111111,83.3333333333333
"Dodoma","Maize grinding costs",75,40
"Dodoma","Maize grinding costs",35,NA
"Dodoma","Maize grinding costs",100,NA
"Dodoma","Batteries",350,500
"Dodoma","Batteries",700,NA
"Dodoma","Batteries",700,500
"Dodoma","Batteries",600,NA
"Dodoma","Batteries",500,500
"Dodoma","Batteries",500,NA
"Dodoma","Batteries",600,NA
"Dodoma","Batteries",700,700
"Dodoma","Batteries",800,600
"Dodoma","Batteries",800,NA
"Dodoma","Batteries",750,NA
"Arusha","Beef",6000,NA
"Arusha","Beef",5000,NA
"Arusha","Beef",6000,6000
"Arusha","Beef",6000,NA
"Arusha","Beef",5000,NA
"Arusha","Beef",6000,NA
"Arusha","Beef",6000,NA
"Arusha","Beef",6000,NA
"Arusha","Beef",6000,6000
"Arusha","Beef",6000,NA
"Arusha","Beef",6000,6000
"Arusha","Beef",6000,5000
"Arusha","Beef",5000,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",2200,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Millet (flour)",NA,NA
"Arusha","Fresh milk",700,NA
"Arusha","Fresh milk",1000,NA
"Arusha","Fresh milk",1000,1000
"Arusha","Fresh milk",NA,NA
"Arusha","Fresh milk",700,NA
"Arusha","Fresh milk",1000,NA
"Arusha","Fresh milk",1200,NA
"Arusha","Fresh milk",1400,NA
"Arusha","Fresh milk",1000,1000
"Arusha","Fresh milk",1000,NA
"Arusha","Fresh milk",800,1000
"Arusha","Fresh milk",1000,1000
"Arusha","Fresh milk",1000,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Casava fresh",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,704.225352112676
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",1030.92783505155,746.268656716418
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Papaya",NA,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",1000,NA
"Arusha","Local brews",1000,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",1000,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",500,NA
"Arusha","Local brews",1000,NA
"Arusha","Local brews",NA,NA
"Arusha","Local brews",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Cocoyams",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Maize (green, cob)",NA,NA
"Arusha","Peas",1800,NA
"Arusha","Peas",NA,NA
"Arusha","Peas",NA,NA
"Arusha","Peas",2000,NA
"Arusha","Peas",1800,NA
"Arusha","Peas",1300,NA
"Arusha","Peas",1800,NA
"Arusha","Peas",1500,NA
"Arusha","Peas",1800,1800
"Arusha","Peas",NA,NA
"Arusha","Peas",NA,1300
"Arusha","Peas",1000,NA
"Arusha","Peas",NA,NA
"Arusha","Rice (paddy)",NA,NA
"Arusha","Rice (paddy)",NA,NA
